entry_zscore,lookback,max_holding_days,max_positions_per_side,min_history,min_holding_days,n_components,vol_target,zscore_window,total_return,cagr,vol,sharpe,sortino,calmar,max_dd,beta_mean_abs,avg_positions,avg_gross,total_costs,elapsed_s,combo_key
1.0,126,180,50,252,21,5,0.15,60,0.8387903818597933,0.024715176823593588,0.07470754247676614,0.09579020991235329,0.1995381526237516,0.10209058798276653,-0.24209065019554643,0.08294103278009497,99.68188325115317,2.202088531044009,557064.3806556767,110.41064739227295,"{""entry_zscore"": 1.0, ""lookback"": 126, ""max_holding_days"": 180, ""max_positions_per_side"": 50, ""min_history"": 252, ""min_holding_days"": 21, ""n_components"": 5, ""vol_target"": 0.15, ""zscore_window"": 60}"
1.0,189,90,30,126,21,5,0.15,60,0.6254101455429786,0.01966137271781876,0.08206071149090327,0.02562062931106458,0.0955000812109506,0.07614608241883228,-0.25820596534006524,0.08808979739583758,59.809129950691904,1.995496260696526,507140.7482129195,108.45181584358215,"{""entry_zscore"": 1.0, ""lookback"": 189, ""max_holding_days"": 90, ""max_positions_per_side"": 30, ""min_history"": 126, ""min_holding_days"": 21, ""n_components"": 5, ""vol_target"": 0.15, ""zscore_window"": 60}"
1.0,189,90,30,126,42,5,0.15,40,0.2306372646845416,0.0083531449641987,0.08341562605726144,-0.1103603859208587,-0.09803090911012628,0.023056394501252273,-0.36229189970465725,0.0777076046775507,59.809129950691904,2.0216053075648373,356174.2408336458,111.65355086326599,"{""entry_zscore"": 1.0, ""lookback"": 189, ""max_holding_days"": 90, ""max_positions_per_side"": 30, ""min_history"": 126, ""min_holding_days"": 42, ""n_components"": 5, ""vol_target"": 0.15, ""zscore_window"": 40}"
1.0,189,90,30,126,63,10,0.08,40,-0.036980753795092025,-0.001509251882289453,0.060211641357211916,-0.31668589495631894,-0.40196939010882465,-0.005790336158602822,-0.2606501316934987,0.06072399231136988,59.809129950691904,1.4873461579750074,187578.96977618404,109.63512969017029,"{""entry_zscore"": 1.0, ""lookback"": 189, ""max_holding_days"": 90, ""max_positions_per_side"": 30, ""min_history"": 126, ""min_holding_days"": 63, ""n_components"": 10, ""vol_target"": 0.08, ""zscore_window"": 40}"
1.0,189,90,50,126,42,8,0.1,90,0.585800677453632,0.018653558341681586,0.06083323107795069,0.01799399233900355,0.07008899179069053,0.08783702661586312,-0.21236554856597123,0.07554811395685121,99.68188325115317,1.821383549595436,420734.8135583743,113.5322437286377,"{""entry_zscore"": 1.0, ""lookback"": 189, ""max_holding_days"": 90, ""max_positions_per_side"": 50, ""min_history"": 126, ""min_holding_days"": 42, ""n_components"": 8, ""vol_target"": 0.1, ""zscore_window"": 90}"
1.0,189,90,50,252,21,5,0.1,40,0.7526084614736712,0.022745439044618454,0.06226219308916549,0.08330116784487106,0.16312879270253952,0.11408623545114048,-0.1993705809879195,0.06233344762965082,99.68188325115317,1.7943094320644608,486503.5669340981,115.058358669281,"{""entry_zscore"": 1.0, ""lookback"": 189, ""max_holding_days"": 90, ""max_positions_per_side"": 50, ""min_history"": 252, ""min_holding_days"": 21, ""n_components"": 5, ""vol_target"": 0.1, ""zscore_window"": 40}"
1.0,189,90,50,252,21,8,0.08,40,0.7049460379130281,0.021615775099222523,0.053678814757691276,0.07557636042873199,0.1427680568245167,0.1014253458281688,-0.21312005320487837,0.05575340821824396,99.68188325115317,1.629963826358522,457793.29549945274,114.95089793205261,"{""entry_zscore"": 1.0, ""lookback"": 189, ""max_holding_days"": 90, ""max_positions_per_side"": 50, ""min_history"": 252, ""min_holding_days"": 21, ""n_components"": 8, ""vol_target"": 0.08, ""zscore_window"": 40}"
1.0,189,90,50,252,63,8,0.1,90,0.2099459449558969,0.0076680399702682145,0.0600501943846746,-0.16471030241933982,-0.20665750257272722,0.027224029776426482,-0.2816643984465531,0.06992928109743893,99.68188325115317,1.8389761748551776,322728.196086101,115.57758498191833,"{""entry_zscore"": 1.0, ""lookback"": 189, ""max_holding_days"": 90, ""max_positions_per_side"": 50, ""min_history"": 252, ""min_holding_days"": 63, ""n_components"": 8, ""vol_target"": 0.1, ""zscore_window"": 90}"
1.0,189,120,30,126,21,8,0.08,90,0.1689993732105186,0.006278468393007497,0.05902276908886767,-0.19112043417881977,-0.24678514961391831,0.02227508660867516,-0.2818605603339074,0.0722437627251115,59.809129950691904,1.4654075210486774,298835.98071692116,109.58270597457886,"{""entry_zscore"": 1.0, ""lookback"": 189, ""max_holding_days"": 120, ""max_positions_per_side"": 30, ""min_history"": 126, ""min_holding_days"": 21, ""n_components"": 8, ""vol_target"": 0.08, ""zscore_window"": 90}"
1.0,189,120,30,126,21,10,0.2,90,0.9146356212221565,0.02637668194779974,0.09213207898329723,0.09570777515712217,0.2110284563082075,0.09041273278866802,-0.2917363642735251,0.10329823097787895,59.809129950691904,2.3338724619456506,650752.0529177242,108.569904088974,"{""entry_zscore"": 1.0, ""lookback"": 189, ""max_holding_days"": 120, ""max_positions_per_side"": 30, ""min_history"": 126, ""min_holding_days"": 21, ""n_components"": 10, ""vol_target"": 0.2, ""zscore_window"": 90}"
